id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURkal9LRU1REAE,One of the best Greek restaurants in the west end Toronto.  The service is excellent and the place is always buzzing with excitement. …,3 weeks ago,52:16.8,5,Erez Zevulunov,571,https://www.google.com/maps/contrib/111996353647285146354/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkc19XazdRRRAB,"Hands down the best greek in Toronto, I tend to say best restaurant, amazing service, great environment and the food is amazing, the lamb tartare is my favourite dish ever.",3 weeks ago,52:16.8,5,Samuel Bastos Salvio,0,https://www.google.com/maps/contrib/117833383681080138303/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkemVqVDZRRRAB,"Exceptional food and service! Probably one of the best Greek restaurants we’ve been to. Vibe was great, food was amazing, and the service was impeccable 👌🏼 We had the Keftedes, Tatziki, Pita, Spanakopita, Octopus, Moussaka, Braised Rib, …",3 weeks ago,52:16.8,5,Luzee Liban-Juco,55,https://www.google.com/maps/contrib/107989415297238640150/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkMWViaXdRRRAB,"the vibe is great at this restaurant, love the Greek music and cozy ritz. Highlights were the okra, lamb neck, roasted eggplant dip. Spanakopita was mid, it was quite dense and oily although that’s probably just the nature of the dish.",3 weeks ago,52:16.8,4,Ma Breats,32,https://www.google.com/maps/contrib/108602079764146545456/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkbGZ6RFVnEAE,"As being first time here, we really enjoyed our dining. We ordered the fix menu which contains 3 starters and 3 mains for two persons. You need to choose one meze (we picked melizanosalata). Then classic feta cheese salad and meatballs (one …",3 weeks ago,52:23.0,5,Oya AK,21,https://www.google.com/maps/contrib/104596105492378718809/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkOGZEaEt3EAE,"This was one of the best meals I've had in a while! The entrees really impressed me. We ordered moussaka, which turned out to be a lasagna type of dish and of course it is good. They served a hearty portion size of it as well. We also got …",3 weeks ago,52:23.0,5,Lu M.,129,https://www.google.com/maps/contrib/117018436941530300509/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURkbXF6T2d3RRAB,,4 weeks ago,52:23.0,5,Eirini Fessara (Irene),0,https://www.google.com/maps/contrib/100976015154140566981/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkNy12dGZnEAE,,a month ago,52:23.0,5,Zilla Akl,70,https://www.google.com/maps/contrib/109794699027407629430/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkeDl5dmhnRRAB,,a month ago,52:23.0,4,Sarthak Pany,54,https://www.google.com/maps/contrib/116770321122134683275/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkMDdHeHpRRRAB,"All good!  Apps, mains, sides all creative takes on classic greek food.. Great ambience. Love the tiny sinks in the washrooms.",a month ago,52:23.0,5,S B,61,https://www.google.com/maps/contrib/106075595848600048280/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkZy1MT0NREAE,"Delicious Greek restaurant, the food here is always fantastic and the staff are friendly and attentive!",a month ago,52:23.0,5,Kat Lunn,0,https://www.google.com/maps/contrib/109495766700384626916/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUMxMDRpOV9nRRAB,Mamakas had been on my list for a long time and we left with mixed feelings. The starters were amazing- I'd go back for the pita and dips any day. The mains however felt uninspired and overly expensive while lacking substance. I had the …,a month ago,52:23.0,3,Mar Li,258,https://www.google.com/maps/contrib/101731969032987726101/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkc2QzN1BREAE,,a month ago,52:23.0,4,kia K,42,https://www.google.com/maps/contrib/108368102121365792875/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNkc3BxWVd3EAE,"I generally like Greek or Mediterranean food. I enjoy Mamaka’s dinner menu. Great salads, very good protein options. How ever I did not really enjoy their brunch menu. The frittata was dry and I …",a month ago,52:23.0,4,Ali k,155,https://www.google.com/maps/contrib/103571875734487679733/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNka3VyOGFBEAE,Everything was perfect!! I loveeeee the Café Portokali. the best kind of espresso martini.,a month ago,52:29.2,5,Jashley Tapeceria,12,https://www.google.com/maps/contrib/103904953860563952272/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNkb09EQV9RRRAB,"Great atmosphere,quick service, good selection of Greek specialised wines and beers, food was fresh and delicious. I would love to go back to taste more traditional Greek dishes.",a month ago,52:29.2,5,Ivonna Bradley,20,https://www.google.com/maps/contrib/111444946385811455128/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0MzhpSGN3EAE,,a month ago,52:29.2,1,M R,0,https://www.google.com/maps/contrib/110448720563137143914/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURWcDZXRXBBRRAB,"I came here last month for my friend's birthday. It was such a good place, great service and great food :) love the squash salad. Must try lamb dish and salad🥰 Definitely come back!! …",a month ago,52:29.2,5,Olivia B,8,https://www.google.com/maps/contrib/112459519296711629325/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0OTVIaWJ3EAE,No need to talk about it … If you enjoy Greek / Mediterranean cuisine Just go … …,a month ago,52:29.2,5,manos petrellis,0,https://www.google.com/maps/contrib/116193945313049512386/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0OVlPdk5nEAE,Food and service were good. Happy overall.,a month ago,52:29.2,4,Lash D,0,https://www.google.com/maps/contrib/118070169895187537244/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUR0cHEtRFdBEAE,,a month ago,52:29.2,5,Carly R,56,https://www.google.com/maps/contrib/115635808886109263047/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUN0MjVXUXJRRRAB,"Amazing experience, delicious food and well executed cocktails. Thanks",a month ago,52:29.2,5,Liam Mcmahon,3,https://www.google.com/maps/contrib/101750889507773239838/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUROdDhYeDV3RRAB,"It was my first time visiting fine dining Greek restaurant I was hearing good reviews about this place, and the food, service, atmosphere were all amazing. I was glad that I got seats because it was packed since around 5pm. …",a month ago,52:29.2,5,Sawa gon,81,https://www.google.com/maps/contrib/103909255623241072422/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUROeW9yZGVREAE,"Came here to celebrate a birthday dinner, and it did not disappoint! They were rated top restaurant by open table for 2 years (2017/8/9) for a reason. …",2 months ago,52:29.2,5,Abby L.,248,https://www.google.com/maps/contrib/100035623119186447500/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUROa3Z6TXhnRRAB,"I am a returning client at this restaurant . Never fails to impress me , the vibe and obviously the food . Highly recommend.",2 months ago,52:35.5,5,Enxhi Prushi,30,https://www.google.com/maps/contrib/114138829700295411122/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUROcEotTFlREAE,"Delicious food, great wine, excellent service. I will definitely go back and would highly recommend!",2 months ago,52:35.5,5,krisinda westman,7,https://www.google.com/maps/contrib/113851573953324418874/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNONl9UOUx3EAE,"Every dish was delicious, flavourful, service was great, timing of each course was perfect. Lamb chops 10/10. Overall excellent dining experience.",2 months ago,52:35.5,5,Marii Ptn-Smkv,140,https://www.google.com/maps/contrib/104386867230427900944/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNObWJXUjlnRRAB,,2 months ago,52:35.5,5,Rysher Coates Reid,0,https://www.google.com/maps/contrib/104364020596868040224/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNObnZ1NXN3RRAB,I’ve been a recurring customer at Mamakas for a while because I never leave disappointed. I enjoy their selection of Greek wines and hospitable wait staff. All the dishes slap but I the Keftedes are a must when visiting - trust me! The lamb …,2 months ago,52:35.5,5,Sarah D,29,https://www.google.com/maps/contrib/116403400842279777294/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNOZ3RUenR3RRAB,Delicious and hearty Greek food served in a warm setting. I particularly enjoyed the doughy and cheesy apps but their mains are also very tasty.,2 months ago,52:35.5,5,Andy Z,575,https://www.google.com/maps/contrib/101634884574367733612/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNON0p6cEt3EAE,Great fresh food and atmosphere. Service was great. Nice selection of Greek wines.,2 months ago,52:35.5,5,Allison Lau,151,https://www.google.com/maps/contrib/112368554748041096238/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNOLU5Db1dnEAE,Amazing spot!,2 months ago,52:35.5,5,Valeria Granda,0,https://www.google.com/maps/contrib/111906167917044346679/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUQxd2N5cllBEAE,"Best Greek restaurant in the city. Been here twice now, and both times have been amazing! Their dips, keftedes(beef meatballs), horiatiki(village salad), shrimp saganaki special, and lamb were all hits! And for dessert the baklava …",2 months ago,52:35.5,5,Jimmy Seventikidis,0,https://www.google.com/maps/contrib/114293169313243830354/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUQxanJUTVp3EAE,,2 months ago,52:35.5,5,B. Tamura,2,https://www.google.com/maps/contrib/110184711126018630646/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUM5cVkzUzlRRRAB,,2 weeks ago,53:01.9,5,Cristina Cordero,56,https://www.google.com/maps/contrib/101338152151162999138/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKNHVPSnFnRRAB,"Food is really good, beer is affordable, but service is horrible and the washrooms are disgusting. Like, COMPLETELY disgusting. It could be an amazing place if they did some small improvements. I guess I now understand why there weren't many people there.",2 weeks ago,53:01.9,2,Murilo Romulo,616,https://www.google.com/maps/contrib/106020400141762100075/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkNzV1X0tBEAE,,3 weeks ago,53:01.9,5,lerreon barriteau,0,https://www.google.com/maps/contrib/108943109585326334378/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURkbzdfeWN3EAE,,3 weeks ago,53:01.9,5,cchirii,0,https://www.google.com/maps/contrib/117188805246417698295/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUROcmZ2eHFRRRAB,,a month ago,53:01.9,5,Shelly Medeiros,24,https://www.google.com/maps/contrib/103404974946029334896/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNOOWEzd01REAE,,2 months ago,53:01.9,3,Allan,21,https://www.google.com/maps/contrib/117008029500584282012/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNOdnR2VEhnEAE,"I placed my order over the phone and when I got there, the price was almost double than what they told me at first. The chicken was rubbery, and everything else tasted very stale. This was the worst food I had in a long time.",2 months ago,53:01.9,1,Chantel Dos,0,https://www.google.com/maps/contrib/109481219396196678504/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUMxc3I2aDlRRRAB,"The best Ethiopian restaurant in Toronto, Canada",2 months ago,53:01.9,5,Da Lo,1,https://www.google.com/maps/contrib/117997161048762034278/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURWcjlTRG53RRAB,,3 months ago,53:01.9,5,Pardeep Singh Gill,0,https://www.google.com/maps/contrib/112569666639065323174/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURWeDltUW9nRRAB,"Amazing food & service! We’ve never been here before but decided to stop in for a quick bite, and the food was better than some of the food we’ve had at super fancy and way more expensive restaurants. Everything was delicious and fresh, and …",3 months ago,53:01.9,5,Sydney,0,https://www.google.com/maps/contrib/116355202813649182602/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURWN1kyZl9RRRAB,"Everything was very delicious, excellent service, a clean restaurant with an excellent location",3 months ago,53:01.9,5,Israel Jasso,36,https://www.google.com/maps/contrib/106594125087845050701/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNWamNIYlNREAE,Great food but tired of paying for things on Ritual and not getting what I paid for🤦 …,3 months ago,53:01.9,4,Princess Spooky,189,https://www.google.com/maps/contrib/116769005172842894352/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNsM2J6VTJnRRAB,Not crazy about the new tomato based roasted potatoes (super salty & too sweet) - I grew up beside the OG Mr Greek on the Danforth at Carlaw... orange oil roasted potatoes are what I prefer - Lemon Roasted are the best but for Mr Green gimmie those Orange RPs!,3 months ago,53:01.9,4,Tarin Olding,23,https://www.google.com/maps/contrib/112789562714456322894/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNscVpqY1pREAE,Expensive,4 months ago,53:01.9,3,SEDAT YENİCE,89,https://www.google.com/maps/contrib/116345507345908892638/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNsLXAyaWlnRRAB,,4 months ago,53:01.9,5,David Hutchinson,46,https://www.google.com/maps/contrib/114291003367990549969/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNGeU16U0x3EAE,My friend's meal had a fly in it. Turned us off.,4 months ago,53:01.9,3,Elizabeth Warren,16,https://www.google.com/maps/contrib/102249857426405457929/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUM1cU9XRXB3RRAB,A polished and good l9oking Mr Greek outlet in a great area. Staff were extraordinarily friendly. Interior was well kept and patio is quite sizeable. Lots of public seating across the street if taking out. I ordered the Hercules burger and it was good.,5 months ago,53:01.9,5,Rajkiran Natarajan,241,https://www.google.com/maps/contrib/108457478931587071314/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURaeVktZl9RRRAB,,5 months ago,53:01.9,3,jorge castillo,1,https://www.google.com/maps/contrib/108817154904502638105/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURaMGZMUUdREAE,Across the street from the stadium 🏟 …,5 months ago,53:01.9,4,KC krazy,905,https://www.google.com/maps/contrib/105914059534663418132/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURaam92Q3FBRRAB,People who sat down half an hour after us got their food before us and all we ordered were fries! Plus we had to ask for our order 3 more times! Then my grandson got stuck in the bathroom because the door was broken ( we had to kick the …,5 months ago,53:01.9,1,Miss C,36,https://www.google.com/maps/contrib/100504692477441307054/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURaam9UUmN3EAE,,5 months ago,53:08.2,1,Tara Nicoll,0,https://www.google.com/maps/contrib/116670091273957270749/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURaOUxmSzZBRRAB,,5 months ago,53:08.2,5,Anika Manohar,48,https://www.google.com/maps/contrib/102047738998422647143/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNadzVlbFRBEAE,"DO NOT EAT HERE. Found a large piece of metal wire in my gyro and spat it out, thankfully. Manager apologized and refunded my meal but it didn’t seem like they knew where it came from or were going to take any steps to prevent the issue in …",6 months ago,53:08.2,1,Rhema Makonnen,0,https://www.google.com/maps/contrib/102323129692125988253/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNacmUzY01nEAE,"I've gotten takeout from here twice and both times it was missing items from my order. As mentioned by a previous reviewer, they staple the takeout bags shut so you can't even check the order.",6 months ago,53:08.2,1,Jordan (jordanwl),33,https://www.google.com/maps/contrib/100113349672054155865/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNaMVoyNmZ3EAE,,6 months ago,53:08.2,5,Jacob Pratley,0,https://www.google.com/maps/contrib/104396218493457728364/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNab2ZLdXdnRRAB,"Today my friend and I were served by Leo. We are from panama, and it was amazing, the food was delicious and thanks to Leo We now have plans for the rest of our vacations in Toronto. Excellent service",6 months ago,53:08.2,5,david pazmiño,0,https://www.google.com/maps/contrib/116620131155912172708/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNad2V2dC1nRRAB,Great little spot to come before a game across from Roger's center good is good and inexpensive for a game night.,6 months ago,53:08.2,4,Fiorino Guido,613,https://www.google.com/maps/contrib/112202552272472813931/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNaa3NfLTZ3RRAB,Servers were nice but service was sub par at best. We had to flag the waitress down every time and it was not busy (two tables to serve).,6 months ago,53:08.2,3,Sam S,4,https://www.google.com/maps/contrib/106683939900682254348/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNaX0pxb1VBEAE,Great food and great service great location by the Roger center,6 months ago,53:08.2,5,Jim Olds,726,https://www.google.com/maps/contrib/118380257545910038560/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNack83N3NBRRAB,The village salad was very bad They called it a traditional Greek salad I was expecting awsome from a Greek restuarant …,6 months ago,53:08.2,1,Paul Bernardi,0,https://www.google.com/maps/contrib/114584479201430166768/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNaMU9UaFFBEAE,Stopped in for dinner before a concert at the Rogers Centre. Got seated quickly even on a busy night. Tried the Greek salad with chicken kabob and hummus with warm pita bread wedges. Great service and food.,6 months ago,53:14.5,5,Laurie Olds,138,https://www.google.com/maps/contrib/113736308858413290854/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNabE91YW13RRAB,So we paid for drinks and extra tzatziki we got neither and I was hung up on when I called to enquire.    Worst experience.  I spent 10 dollars for literally nothing.  This place is a joke.,6 months ago,53:14.5,1,Michael Fish,0,https://www.google.com/maps/contrib/113580298911991382291/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNabEs3Y09nEAE,This place is awful. I ordered Large potatoes for $11 and change and this is what they gave me. A container half empty and the food was cold! I’d rather spend my money else where. Disgusting.,6 months ago,53:14.5,1,T-K Ley,53,https://www.google.com/maps/contrib/117425243803228830852/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNadU9xaHh3RRAB,"I ordered chicken dinner for pick up. Chicken is not cooked properly, they forgot bread and salad. The staff at the  location at Bremner refused to reimburse me and was very rude. Never go here ever!",6 months ago,53:14.5,1,Arif Manji,2,https://www.google.com/maps/contrib/106516866946929022062/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNad0t6aXdRRRAB,"The chicken gyro box with rice was delicious, but the rice being very hard and having a plastic-like texture was disappointing. Overall, it seems there's room for improvement in the rice preparation.",6 months ago,53:14.5,1,Harish Nomula,12,https://www.google.com/maps/contrib/108899153614949139913/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURwXzRmN1lnEAE,,6 months ago,53:14.5,5,Maksim Safonov,0,https://www.google.com/maps/contrib/105107425103175760561/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURwejluejhnRRAB,Authentic food Rather longer waiting times Big portion,6 months ago,53:14.5,4,Sim,0,https://www.google.com/maps/contrib/108693003720776013341/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURwcGNtTHVBRRAB,Pork was too hard,6 months ago,53:14.5,5,Paulo Moreira,58,https://www.google.com/maps/contrib/103154965462926507397/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURwcXJTOW1BRRAB,,7 months ago,53:14.5,1,Marouf Pesh,18,https://www.google.com/maps/contrib/102569077384856410669/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURwM0lTTE13EAE,Staff are super nice. But the food isn't at par. The burger patties taste like fake meat with barely any real meat bite or flavor to it.,7 months ago,53:14.5,3,M Kay,136,https://www.google.com/maps/contrib/104230440714062645803/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUNwM0tpN3ZBRRAB,"Clean restaurant, friendly service. Great food presentation, Delicious meal cooked to perfection. Nice patio and great meal before or after the an event at Rogers Stadium. 19.21 tax included for Small Chicken Souvlaki dinner.",7 months ago,53:20.9,5,This N That,168,https://www.google.com/maps/contrib/102710579159452082371/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUNwMFBTQkVnEAE,This place smells very bad all over bremmner place. I live nearby this place and not able to open my windows as well because of the smell. They are destroying the atmosphere which is very bad🙊 They need to work on there exhaust system.from such a lot time I got frustrated that’s why I am posting this. …,7 months ago,53:20.9,1,Minakshi Singla Bansal,1,https://www.google.com/maps/contrib/113923643388251708277/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKdDhhSzNBRRAB,Worst service ever!!! After an hour of no service we left...never going back!!!,7 months ago,53:20.9,1,Doretha Thompson,0,https://www.google.com/maps/contrib/107301614168794156861/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKdDdyamp3RRAB,Service was so slow we left after 40minutes without even being asked to place our order....,7 months ago,53:20.9,1,William Thompson,0,https://www.google.com/maps/contrib/111296556162416681278/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURKdDl5ZEtBEAE,I had the classic chicken souvlaki. The meat was so dry. Salad was not a Greek salad and it was primarily made of iceberg lettuce. Very disappointed.,7 months ago,53:20.9,2,Michelle Clark-Rekounas,15,https://www.google.com/maps/contrib/104524545638166250700/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURKeDlLOURBEAE,"I lost the paper that had their names but the chef and lady at the front taking orders were super nice and friendly, really cared about the customers. It was on July 23 night shift.",7 months ago,53:20.9,5,can give,0,https://www.google.com/maps/contrib/109474639394959250576/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURKcGFxek5BEAE,They forgot to put my tzatziki in my take out order. The bag was stapled so I couldn't even check it properly. The front door area seems crowded and narrow as they had some obstibles there. It was hard to hear the lady on the phone but …,8 months ago,53:20.9,2,Jamil Nanji,70,https://www.google.com/maps/contrib/105850442379216721466/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKdHF1SWpnRRAB,,8 months ago,53:20.9,5,Henry Cauich,0,https://www.google.com/maps/contrib/113893048339240664070/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSURKdHNYazFRRRAB,Good,8 months ago,53:20.9,5,Ryan S,1,https://www.google.com/maps/contrib/103759568738550236859/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSURKLXN6MUV3EAE,,8 months ago,53:20.9,5,Raman Sandhu,0,https://www.google.com/maps/contrib/116725012820055910841/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUQ5MnE2dVR3EAE,"Perhaps the worst falafel pita I have ever had. Tasteless spongy pita that falls apart, small dry falafel, skimpy tomatoes, regular salad lettuce, tasteless tadtziki, watery hot sauce, no middle Eastern pickles, no parsley salad. A waste of 9.50.",6 days ago,53:47.7,1,mrdmcd,0,https://www.google.com/maps/contrib/107869115378790234796/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUM5bGFLbnZnRRAB,The food is as the photo... Rice was cooked and smelled of turmeric. The potatoes looked weird. The chicken was okay.. the yougurt was not even greek yoghurt... It was so watery. I didn't finish the food. The photo was taken just before i threw away the food. I don't like wasting food but this wasn't fit for consumption!,2 weeks ago,53:47.7,2,Kiruthika Kugadasan,61,https://www.google.com/maps/contrib/104815299628820614780/reviews?hl=en,
ChdDSUhNMG9nS0VJQ0FnSUR0bDQtYXZBRRAB,"The food was very bad. The chicken was dry, the rice was hella undercooked, the spicy sauce wasn’t spicy, the Tzatziki sauce was water down so much that you couldn’t even taste it, the potatoes tasted old, and the portion was way to small. …",a month ago,53:47.7,1,Hussain .F,0,https://www.google.com/maps/contrib/109983226814556990105/reviews?hl=en,
ChZDSUhNMG9nS0VJQ0FnSUN0bzRQcmFnEAE,"Friendly staff, good food! I eat here quite frequently and no issues!",a month ago,53:47.7,5,Tanya Young,0,https://www.google.com/maps/contrib/111143614354137389441/reviews?hl=en,
