id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user,restaurant
ChZDSUhNMG9nS0VJQ0FnSUROcWNuTFB3EAE,Great place. No upselling. Food always on point. A little cramped but service always excellent.,a month ago,45:20.2,5,Abu Shahriyer,9,https://www.google.com/maps/contrib/106830608352371403483/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUROMnIybVlnEAE,It was very good service was amazing and amazing food!!!,a month ago,45:20.2,5,Team MechSlayer,0,https://www.google.com/maps/contrib/105050492042408527859/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSURONFAtdkdBEAE,Worst food ever. Zero in terms of service and stale food,2 months ago,45:26.4,1,Hafsa Patel,0,https://www.google.com/maps/contrib/104041814677861597492/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSURONExmc1ZnEAE,"I hate the food. It smells bad,taste is stale. Overall not recommended",2 months ago,45:26.4,1,Poonam mehto,0,https://www.google.com/maps/contrib/100019977368211271860/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUNOajV5dDZ3RRAB,,2 months ago,45:26.4,5,Jorge Muina,0,https://www.google.com/maps/contrib/112120712371095412292/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUNOX3JHZjhnRRAB,"I've been going here for fitten years and everything about this place is amazing. The food is awesome, the service is spot on and nice. Really happy to see they have remained despite all the change on Queen St. …",2 months ago,45:26.4,5,Josh Measures,130,https://www.google.com/maps/contrib/106999908344992133862/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUNON3ZDeDFBRRAB,,2 months ago,45:26.4,5,Samsher Thakur,0,https://www.google.com/maps/contrib/114157748863502527910/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUNOb3FXbTJ3RRAB,Amazing food,2 months ago,45:26.4,5,Bradley Marshall,886,https://www.google.com/maps/contrib/101669694839793495623/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUNOd3FIanBBRRAB,Service and food were equally good. Both curries were tasty but the one with lamb was incredible.,2 months ago,45:26.4,5,Marco Andrade,709,https://www.google.com/maps/contrib/114322040859118562754/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQxbjR6VFR3EAE,,2 months ago,45:26.4,3,Shehroz Khan,31,https://www.google.com/maps/contrib/115496290430407030530/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQxMjl2SUp3EAE,Best butter chicken in the world 🌍 …,2 months ago,45:26.4,5,Hayley Olver,39,https://www.google.com/maps/contrib/108040792676427725614/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQxczgtZkxnEAE,"Truthfully the best Indian food I've had in the city.  Both the chicken korma and rogan josh were so complex and delicious in flavour. We got mild and there was still a good, manageable kick to the rogan josh.  The garlic naan was …",2 months ago,45:26.4,5,Jessica Lee,2,https://www.google.com/maps/contrib/112350883482269505203/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUQxZ2JDemx3RRAB,Nice cosy place. Friendly n helpful staff. The food is delicious but can be spicy so ask for it to be tamed down a bit.,2 months ago,45:32.8,4,aloma weiman,277,https://www.google.com/maps/contrib/111681854448644275868/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUQxbHI2LTl3RRAB,,2 months ago,45:32.8,5,David Laidlaw,0,https://www.google.com/maps/contrib/115553402070110759823/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQxZ3V1ZlBREAE,,2 months ago,45:32.8,5,Sapna Bhutta,0,https://www.google.com/maps/contrib/106332552729646976508/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUMxdWNEUDJRRRAB,Very poorly prepared tandoori chicken. The dal makhani was fine.,2 months ago,45:32.8,3,Audita Bhattacharya,134,https://www.google.com/maps/contrib/101144685205426337801/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUQxOFBPeHFnRRAB,,2 months ago,45:32.8,5,Kemlan John,14,https://www.google.com/maps/contrib/110111805933422007634/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSURzMHJuN0JREAE,,2 months ago,45:32.8,5,Malcolm Victor,0,https://www.google.com/maps/contrib/111258006335944347271/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUMxanVTbWFREAE,"Absolutely delicious. My first time coming here but definitely not my last. Excellent food, great service, very reasonable price, nice ambiance, and excellent location. All you need for wonderful Indian food.  I had the prawn tandoori and it was delicious!  I can’t wait to go back .. going to try Rogan Josh next!",2 months ago,45:32.8,5,Andy Amiri,71,https://www.google.com/maps/contrib/117490103587382322059/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUMxaHR5cDdBRRAB,This is probably my 10th time coming here and it's been amazing each and every time. I started coming here in 2016 from a friend's recommendation and it still hits the spot for amazing Indian food. …,2 months ago,45:32.8,5,Durugshan W,101,https://www.google.com/maps/contrib/117774975832425993305/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUMxMnQ3MXJnRRAB,Very well located in Queen St. Close to University Av and Osgoode Subway Station in Toronto. Good food and good service. Prices Are reasonable.,2 months ago,45:32.8,5,Ramón Rodríguez,211,https://www.google.com/maps/contrib/115968540932864321179/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUMxcXJhLVNREAE,This is my second time coming here and it was a GREAT experience!  Price is very reasonable and portions are great. The flavours were awesome and …,2 months ago,45:32.8,5,Rishanth Jeevakumar,190,https://www.google.com/maps/contrib/104673604976562204648/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQ5LWJITGZBEAE,"I tried the butter chicken roti and it was very delicious. Considering that I am brown, this is a roti that transcends Indian cuisine and it is its own category. Highly recommend this place",2 days ago,45:59.1,5,Kirt Grewal,0,https://www.google.com/maps/contrib/116384437300728268941/reviews?hl=en,,Little India Restaurant
ChdDSUhNMG9nS0VJQ0FnSUQ5NmFhWThBRRAB,friendly and calm place to eat. food was great and loved the complimantry sweet.,2 days ago,45:59.1,5,Monark Patel,1,https://www.google.com/maps/contrib/113976116502012345598/reviews?hl=en,,Little India Restaurant
ChZDSUhNMG9nS0VJQ0FnSUQ5c2ZIU0VnEAE,"Roti Mahal is the best roti in Toronto. I have been a customer for several years, and it is still my favourite roti in the city. The owner is extremely friendly and personable. I highly recommend trying Roti Mahal if you haven’t already!",2 days ago,45:59.1,5,Brian Andersen,23,https://www.google.com/maps/contrib/100025346660771397261/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUQ5eHNhMTlnRRAB,I vomited right after eating the food. I had the butter chicken roti and the mango laise. My friend had the butter chicken wrap and 2 vegetable samosas. The guy literally just warmed up the wraps in the microwave and the samosas were too …,2 days ago,45:59.1,1,Nahom H,0,https://www.google.com/maps/contrib/112126310742228057734/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5bmFlT1d3EAE,"Great food and service, friendly staff.",4 days ago,45:59.1,5,Muhammed Sami,0,https://www.google.com/maps/contrib/107519491160260160011/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUQ5anQzZHVBRRAB,"Good food, good service.",4 days ago,45:59.2,5,SOLOS FRANCIS,0,https://www.google.com/maps/contrib/104851980298085122092/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5OXZibUhBEAE,I had Samusa and Butter chicken both were so delicious and my personal favorite was Samusa😋😋😋. I highly recommend this restaurant to everyone. …,4 days ago,45:59.2,5,Jomy Job,0,https://www.google.com/maps/contrib/106159201648686125321/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5aHEzUFR3EAE,"Great good, large potion, reasonably priced. The owner or employee was incredibly hospitable and friendly!",4 days ago,45:59.2,5,Jess Butler,0,https://www.google.com/maps/contrib/117852400910672577132/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUQ5LXBQVDJnRRAB,,4 days ago,45:59.2,5,Singhjeet Singh,0,https://www.google.com/maps/contrib/117871246182279325625/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5cXZYWEx3EAE,I eat here regularly and find the food consistently outstanding. The chef and staff are lovely. This is what a neighbourhood joint should be.,5 days ago,45:59.2,5,Holly Venable,0,https://www.google.com/maps/contrib/106115075517242710738/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5NHJMVVB3EAE,"Very nice owner and amazing food, it was tasty and flavorful and the owner was kind enough to give me extra sauce",6 days ago,46:05.4,5,areej abid,0,https://www.google.com/maps/contrib/101505927568088813801/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5akwydmJBEAE,Best place to have Indian food with great customer service.,6 days ago,46:05.4,5,Madan Kataria,0,https://www.google.com/maps/contrib/114499305655385295857/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5dEpfNlFBEAE,,a week ago,46:05.4,5,Jomy Canada,0,https://www.google.com/maps/contrib/110515636676277063405/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUQ5dEstUDB3RRAB,,a week ago,46:05.4,5,Linet Charles,0,https://www.google.com/maps/contrib/100041290606491081908/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5dEsteVNnEAE,,a week ago,46:05.4,5,Linet Charles,0,https://www.google.com/maps/contrib/110687479795934468655/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUQ5dE1fLVRBEAE,,a week ago,46:05.4,5,Linet Charles,0,https://www.google.com/maps/contrib/116863459441156650322/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUQ5eVAydW53RRAB,"Good food, good portions, fills you up. Very satisfactory",a week ago,46:05.4,5,Kim Jong OOF,1,https://www.google.com/maps/contrib/104772090766689942816/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUQ5Z0pYTGtnRRAB,"This place is great for a craving for butter chicken, and mutter paneer roti.  Absolutely hit the spot",a week ago,46:05.4,5,gordon t,5,https://www.google.com/maps/contrib/116342301048323763056/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5X19QTlF3EAE,I tried the chicken biryani from Roti Mahal and it was fantastic and packed with rich flavour. The service was also great and I definitely look forward to visiting more often and trying out their wide variety of dishes.,a week ago,46:05.4,5,Ann Ajoy,0,https://www.google.com/maps/contrib/117325276437064425343/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5bDRXaVVnEAE,"I recently dined at Roti Mahal Restaurant Toronto.. It was outstanding Experience . Each dish we ordered was a culinary masterpiece, beautifully presented and bursting with flavor. The menu offered a diverse …",a week ago,46:05.4,5,Amal Siby,0,https://www.google.com/maps/contrib/114219188177926113824/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5Nl83czZ3RRAB,"I ordered a Roti Curry Chicken and a Veggie Samosa Tonight. The Roti was the worst I’ve had, cooked in a tomato sauce with no seasoning, flavour and barely a hint of curry. The samosa was soggy and distasteful. The only good thing about this experience is that it was delivered on time. What a shame!",a week ago,46:11.6,1,Assadour Kirijian,0,https://www.google.com/maps/contrib/112767609744203876930/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5cS0tZS1RRRAB,"Today me and my friend  were in Bathurst and went to Roti mahal to try some Indian food. At first we were hesitant because of appearance. However, we wanted to give a try and after we went inside we were really touched by the warm welcome …",a week ago,46:11.6,5,neduri raju,0,https://www.google.com/maps/contrib/106788294331410268039/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5ODgzNGRnEAE,Food is great here. I ordered their signature butter chicken and saag paneer roti. Roti was so soft and curry is flavorsome. I am not a big fan of spinach but  saag paneer is my new favorite. Definitely recommend to anyone who wants a little spice and masala in their food.,a week ago,46:11.6,5,Jithu George,0,https://www.google.com/maps/contrib/115788664800320866185/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5bGZhNElREAE,,a week ago,46:11.6,5,Riddhee Mistry,0,https://www.google.com/maps/contrib/113007059633834959822/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5bGJhUjBRRRAB,,a week ago,46:11.6,5,Joy Patel,0,https://www.google.com/maps/contrib/114913956475775465540/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5bGFha193RRAB,BIRYANI WAS GREAT.,a week ago,46:11.6,5,Khushal Goyal,0,https://www.google.com/maps/contrib/107140491138038094629/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5bGZxN1FnEAE,Very good roti authentic Indian tastes,a week ago,46:11.6,5,Long Dinh,0,https://www.google.com/maps/contrib/110562295498665989009/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5N3NpNld3EAE,This restraunt is best if you wanna  try some delecious food must visit this restaurant all of the staff members are good they always talk politely.,2 weeks ago,46:11.6,5,karan Singh dhindsa,0,https://www.google.com/maps/contrib/103345874077230086215/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5aG9qdDdRRRAB,Great tasting rotis made in authentic Indian way. Good quality ingredients. Love all the rotis but butter chicken is my favorite. The owners are very pleasant and always give a little extra either in food or pleasant conversation.,2 weeks ago,46:11.6,5,Agnes Bilinska,0,https://www.google.com/maps/contrib/114509600873408445219/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5N09qYlNnEAE,Very traditional Indian place which gives you the cozy Indian experience. The food is good and well-priced. …,2 weeks ago,46:11.6,4,Faraz Mahdavi,105,https://www.google.com/maps/contrib/117721335156923893201/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5ak5tOFRBEAE,Delicious 😋 Authentic Food!!! Friendly service & recommending it to anyone who likes a bit of spice and experience of flavours. …,2 weeks ago,46:18.1,5,Kathy Jacyniak,0,https://www.google.com/maps/contrib/117181163420511310292/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5dEw2bXh3RRAB,I had the Lamb biryani which was packed with flavour. Prodip and Gigi were really friendly and helpful with their suggestions. They have a lot of options for various snacks as well. I would definitely recommend this place!,2 weeks ago,46:18.1,5,Jonathan Pereira,16,https://www.google.com/maps/contrib/106460317657226659067/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5MUlYQkNREAE,I have been a regular here for 20+ years. Previously Ghandi Roti and the head chef then took over the business. Delicious and consistent quality of food. Amazingly warm staff. You should eat here!,2 weeks ago,46:18.1,5,Sam Higgs,0,https://www.google.com/maps/contrib/112215296282063397160/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUM5LUxuMWRREAE,I had the spinach roti.    It was great!  Super friendly staff.  Highly recommend!!,2 weeks ago,46:18.1,5,Greggermann Music,0,https://www.google.com/maps/contrib/102172752063858472369/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUM5aU9qS3lBRRAB,Stevo liked your food,2 weeks ago,46:18.1,5,JJono worthy,0,https://www.google.com/maps/contrib/107610344399916731251/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSURkdjhXSkJnEAE,"Great roti, and great service. They spice level was perfect, and the tastes were amazing.",2 weeks ago,46:18.1,5,michael scholar,0,https://www.google.com/maps/contrib/117758344184002436945/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSURkaC12MFhnEAE,Absolutely delicious food. Uncommonly good. Very warm and friendly people working there. It was a terrific experience and I highly recommend it. It was recommended by a friend who has …,3 weeks ago,46:18.1,5,Eric Oickle,0,https://www.google.com/maps/contrib/107429461952420985484/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSURkaWRxMmpRRRAB,Really loved the Butter Chicken at Roti Mahal. It’s a must try for anyone who appreciate authentic Indian cuisine.,3 weeks ago,46:18.1,5,navya tom,0,https://www.google.com/maps/contrib/106586206206965414905/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSURkcnUtM2NREAE,,3 weeks ago,46:18.1,5,kartabya chhantyal,0,https://www.google.com/maps/contrib/111733340839651656638/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSURkdHNTWWdBRRAB,,3 weeks ago,46:18.1,1,Ayxan Aliyev,0,https://www.google.com/maps/contrib/113486846895187553922/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSURkaHBIQm93RRAB,Delicious food and excellent service. Very friendly and welcoming staff/owners. I went twice during one week.,3 weeks ago,46:24.5,5,Tahir,0,https://www.google.com/maps/contrib/111599852557894513962/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSURkMktydy1nRRAB,I like the atmosphere of resturent specially service provided by mr gigi jacob and prodip,a month ago,46:24.5,5,Jass Singh,0,https://www.google.com/maps/contrib/100493213706123906978/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUNkZ1pQcFZ3EAE,"I had the lamb roti and it was 🔥🔥🔥 Very delicious . 10/10 To white people , I recommend the medium spicy level. …",a month ago,46:24.5,5,Alexander King,1,https://www.google.com/maps/contrib/101559470198635938781/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUNkbkt6Z3ZBRRAB,The food was amazing and incredibly filling for the price the owners work directly in the kitchen witch is something I love to see you can definitely tell they love what they do too,a month ago,46:24.5,5,Andrew Smith,0,https://www.google.com/maps/contrib/100000630148333911214/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChdDSUhNMG9nS0VJQ0FnSUNkckszaGx3RRAB,"Don’t be deterred by appearances! This resto is small and somewhat “transitional” but OH MY GOD! The food is incredible! The variety is excellent, the staff are incredibly friendly and the …",a month ago,46:24.5,5,Paul Owens,26,https://www.google.com/maps/contrib/105399131889811920557/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
ChZDSUhNMG9nS0VJQ0FnSUNkak1uREZBEAE,Very nice food. Mango Lassi was spot on. Prices to portion ratio is nice. …,a month ago,46:24.5,5,Crumz,1,https://www.google.com/maps/contrib/117133382123244706717/reviews?hl=en,,Roti Mahal Indian Cuisine - Best Roti In Town
